STATE,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,NO_LANES,SP_LIMIT,FATALS,DRUNK_DR,LATITUDE,LONGITUD
22,4,22,21,53,1,2,4,45,1,1,30292468,90285736
22,4,10,23,54,2,5,2,40,1,0,29480039,90490408
22,4,16,3,25,1,2,2,55,2,1,29420003,90554872
22,4,27,22,2,1,1,2,40,1,1,29582038,90092340
22,4,29,19,33,1,1,2,55,1,1,31221552,92523540
22,3,3,23,2,1,3,4,45,1,0,29561640,89563624
22,5,22,9,22,2,2,2,45,1,0,29543438,89541944
22,6,20,20,53,2,2,2,55,1,1,30060698,91580840
22,6,3,22,59,1,2,4,40,1,1,30145294,92020600
22,6,28,21,44,1,1,4,45,1,0,32315858,92393960
22,5,9,23,50,1,3,2,35,1,0,29232122,90351248
22,5,26,16,0,1,1,2,55,1,1,30372175,89575436
22,4,21,3,20,1,1,2,50,1,1,29315674,90433576
22,5,24,20,46,1,2,2,45,1,2,30425558,91254908
22,5,26,1,25,1,1,2,45,1,1,30381082,91204596
22,5,7,23,35,1,2,2,35,1,1,29150518,90124320
22,5,11,99,99,1,1,2,55,1,0,30144074,91160912
22,5,28,20,41,1,1,2,55,1,1,30080070,91171788
22,5,20,14,40,1,1,2,55,1,0,30460069,90373144
22,5,1,0,18,1,1,2,25,1,1,29400498,91142004
22,5,25,19,20,1,1,2,55,1,1,30035708,92030252
22,5,20,2,12,1,1,2,70,1,1,30263444,91132712
22,5,12,15,15,1,2,2,45,1,0,29362012,90425364
22,5,18,23,5,1,4,2,45,1,1,32433784,93170204
22,5,27,3,0,1,1,2,55,1,0,30355802,90325460
22,5,25,17,15,1,2,2,45,1,0,30265240,91002736
22,5,30,2,1,1,1,2,55,1,1,32410452,91554332
22,5,28,16,7,1,2,2,55,1,0,30040404,92524764
22,5,26,2,12,1,1,2,55,1,1,30325200,92181044
22,5,23,15,10,1,1,2,55,1,0,31514917,91425724
22,5,2,21,30,2,7,2,65,2,1,30124197,91111896
22,7,22,14,8,2,4,4,45,2,0,31434432,93091620
22,7,6,9,5,1,1,2,60,1,0,30114891,93131056
22,7,26,16,55,2,3,4,55,1,0,32294686,92381212
22,8,2,2,36,1,2,2,25,1,1,32311160,92374260
22,7,31,21,51,2,3,2,25,1,0,31072902,93163324
22,7,1,0,25,1,1,2,25,1,0,29575266,92075844
22,7,18,3,12,1,1,2,40,1,0,30115391,93115532
22,2,11,20,15,1,4,2,35,1,2,29583874,90055100
22,6,1,2,10,1,2,2,70,1,1,30265841,92042244
22,6,5,23,0,1,2,2,70,1,0,31520926,93203264
22,1,1,10,50,1,2,2,25,1,1,30162348,89423672
22,2,15,4,29,1,1,3,35,1,1,29545551,90024920
22,3,24,7,40,1,1,3,35,1,1,29544143,90031512
22,5,24,2,0,1,2,2,55,1,1,31364629,91320816
22,5,15,14,14,1,1,2,45,1,0,30484626,91231356
22,6,24,23,12,1,1,2,55,1,0,32232014,93355712
22,6,29,13,16,1,1,2,65,1,0,30400775,91153204
22,6,29,18,37,2,2,2,30,1,0,30131455,92222748
22,6,30,20,41,1,2,2,45,1,0,30283460,90051356
22,6,8,23,15,2,2,2,35,1,2,30010364,91460120
22,6,2,20,25,2,4,2,55,1,1,30005331,91504704
22,6,11,10,27,2,4,2,55,1,0,32112976,93515472
22,6,3,13,20,2,4,2,70,1,0,32254288,91235640
22,6,1,22,30,2,2,2,65,1,0,30294088,92271944
22,6,13,20,6,2,2,2,45,1,0,30271062,91144812
22,5,20,21,14,2,2,2,55,1,1,29462546,90483924
22,5,20,99,99,1,2,2,45,1,2,29392048,90581920
22,5,18,21,45,2,6,2,45,1,0,30135786,90571080
22,5,25,0,16,2,2,2,70,1,1,30282636,90454644
22,5,25,16,48,2,2,2,70,1,0,30282974,90382184
22,5,31,12,0,2,2,2,65,1,0,30325521,91504812
22,6,1,16,15,2,5,2,70,1,0,32312884,92255268
22,6,10,13,20,1,1,2,55,1,0,30314065,92014728
22,6,10,13,45,1,1,2,55,1,0,31212836,92401524
22,6,15,8,35,1,2,2,45,2,0,32582506,91384524
22,6,21,18,26,1,1,2,35,1,0,30143199,92171176
22,6,12,3,30,2,4,4,50,1,0,30110160,93104656
22,6,14,2,15,1,1,2,55,1,1,30133903,93303924
22,7,15,21,35,1,3,2,55,1,0,32250958,93240900
22,7,24,14,18,1,1,2,70,1,0,30284404,90211620
22,7,4,21,55,1,2,2,35,1,0,30523990,90305796
22,7,2,18,0,1,1,2,55,1,0,30402492,90460516
22,7,22,17,5,1,1,2,45,1,1,30163925,91414488
22,7,20,99,99,1,1,2,45,1,1,29423096,91153024
22,7,27,21,54,1,1,2,45,1,0,30205884,90503912
22,7,21,8,54,1,2,2,55,1,0,30353667,91072064
22,7,27,21,48,1,1,2,55,1,1,30373576,91024848
22,7,20,21,41,1,1,2,40,1,1,31561816,92360180
22,5,6,14,26,1,1,1,20,1,0,29572350,90053480
22,5,25,8,10,2,3,2,55,1,0,30035940,93124752
22,5,6,14,53,2,3,2,35,1,0,29543704,90225628
22,5,21,5,55,2,4,2,55,2,1,29545166,90162100
22,5,7,9,15,2,3,2,70,1,0,30265280,90084200
22,5,28,12,15,3,9,2,55,1,0,30090324,93220300
22,7,27,18,50,1,2,2,55,1,0,32220994,93032160
22,7,22,0,30,1,3,2,55,1,1,32301191,93304068
22,7,29,18,55,1,2,2,55,2,1,30192143,91155184
22,7,23,23,15,1,2,2,55,1,0,30311635,92062340
22,7,27,22,50,1,3,2,55,2,3,30373687,92005868
22,7,21,12,30,2,4,2,45,1,0,31464440,93083840
22,7,23,10,20,2,3,2,30,1,0,30222816,90015628
22,7,30,6,11,2,2,2,55,1,1,30082821,90522172
22,7,21,2,37,3,6,2,25,2,1,29331400,90362520
22,7,28,17,20,3,5,2,55,1,1,30403806,91090072
22,7,11,8,15,3,6,2,70,1,0,30433954,90315808
22,3,13,20,5,1,4,2,25,1,1,31443037,93050672
22,6,27,21,50,3,2,2,70,1,1,30215666,92025424
22,6,1,10,10,3,6,2,55,1,0,30132917,90521020
22,6,13,19,14,3,6,2,45,1,1,32464506,91334287
22,7,16,10,0,2,4,2,45,1,0,30052205,90262760
22,6,23,23,15,2,3,2,55,1,1,31163385,92101668
22,6,28,17,0,2,3,2,55,2,0,30483168,93110492
22,6,23,2,26,2,2,2,65,1,1,30210792,91000180
22,6,30,7,56,2,2,2,50,1,0,30243348,91034824
22,6,17,17,25,2,4,3,45,1,1,29583644,91451728
22,7,3,21,37,2,2,2,65,1,2,29580789,91542484
22,5,18,9,54,2,2,2,40,1,0,29521909,90045052
22,7,14,20,26,2,2,2,70,1,0,32322709,92410312
22,6,30,23,10,2,2,2,55,1,0,32411971,91554656
22,5,30,18,10,2,3,2,70,1,1,31412313,93073000
22,7,15,16,10,2,6,2,55,1,0,30331872,91260636
22,7,18,11,10,2,3,2,70,1,0,29512178,91363528
22,6,15,14,43,2,2,2,70,1,0,30183250,89450612
22,6,6,23,20,2,2,2,70,1,1,30253010,89430300
22,6,30,6,30,2,2,2,55,1,2,31073072,93114416
22,6,29,16,30,2,4,2,70,1,0,32353642,93192820
22,6,26,9,25,2,2,2,55,1,0,30443951,90371596
22,7,5,17,20,1,2,2,45,1,0,32183380,93524296
22,7,1,5,0,1,2,2,45,2,1,29494708,93231654
22,5,17,21,23,1,4,2,25,1,0,31374890,91490408
22,3,9,23,24,1,2,2,30,1,1,30170102,91134868
22,4,5,21,45,1,1,2,35,1,0,29543474,90080816
22,5,19,3,50,1,1,2,45,1,1,29515032,90035364
22,7,3,9,13,1,3,2,55,1,0,30135584,92472904
22,7,18,17,45,1,2,2,55,1,1,30285163,92384416
22,6,24,21,30,1,2,2,55,1,0,30145416,92083120
22,6,12,17,20,1,3,2,55,1,0,29491430,90540036
22,6,27,1,57,1,1,2,55,1,1,30573463,93255916
22,6,17,4,32,1,3,2,55,1,1,29160588,90131164
22,7,7,17,50,1,1,2,55,1,0,32303524,92433468
22,6,6,21,41,1,1,2,70,1,0,30281650,90511728
22,6,9,8,8,1,2,2,55,1,0,30374242,90094752
22,7,11,22,0,1,1,2,30,1,1,30281275,91584260
22,6,20,18,54,1,2,2,55,1,1,30320405,92003240
22,6,13,15,57,2,3,2,45,1,0,30285523,90064428
22,6,24,3,20,1,1,2,55,1,0,30592515,90103288
22,6,14,20,45,1,1,2,25,1,1,29292558,90341920
22,6,19,16,42,1,2,2,70,1,0,30282254,90501176
22,6,21,21,13,1,1,2,45,1,1,31161981,92321896
22,7,4,7,16,1,1,2,70,1,0,32272304,91443876
22,6,12,21,43,2,4,2,55,1,1,30155410,92154212
22,7,12,8,25,2,4,2,55,1,0,30415686,92533948
22,7,1,9,43,1,1,2,55,1,0,30145114,90534524
22,6,22,17,24,1,3,2,65,2,1,30311077,92102712
22,6,9,21,3,1,2,2,30,1,2,30560074,92555844
22,5,29,10,50,2,3,2,45,1,0,30390976,91103322
22,6,1,10,45,2,2,2,55,1,0,31215576,92181260
22,6,8,5,35,2,2,2,35,1,0,29575558,90232472
22,6,5,20,26,2,2,2,45,1,0,32273034,91453168
22,7,6,1,48,1,1,4,35,1,0,30083717,93133720
22,1,10,11,5,2,5,2,35,1,0,29580966,90015592
22,1,7,3,42,1,1,2,25,1,1,29575094,90011092
22,2,12,14,20,1,2,2,35,1,0,30234999,89471104
22,2,18,16,42,1,2,2,25,1,0,30033560,89574572
22,3,26,5,55,4,5,3,70,1,0,30081572,89520840
22,3,2,7,15,2,1,2,20,1,1,29583082,90141104
22,4,19,7,35,2,2,9,35,1,0,30003423,89584368
22,5,14,4,0,1,2,2,35,1,1,29583079,90035976
22,5,31,10,30,1,2,9,35,1,0,29574730,90064572
22,5,31,23,18,1,2,2,55,2,0,29583374,90195772
22,6,1,4,30,1,2,3,35,1,1,29574370,90074044
22,6,18,23,0,2,2,2,45,2,1,30180795,89491596
22,6,19,3,35,1,1,2,55,1,1,30175208,92040480
22,7,23,21,0,1,2,2,45,1,1,30135815,91591500
22,7,8,21,54,1,2,2,30,1,0,30274964,91013684
22,7,26,21,41,2,2,2,55,1,0,29584033,92320276
22,7,22,2,58,2,3,2,50,1,1,29380736,90453492
22,7,19,1,20,2,5,2,55,2,1,29484719,90520948
22,7,28,1,10,1,2,2,45,1,1,29331022,90321212
22,7,27,16,35,1,1,2,55,1,1,32484795,91492892
22,7,15,4,55,1,2,4,45,1,1,30005443,90242268
22,8,22,99,99,1,2,2,55,1,0,30270334,91140564
22,8,26,1,5,1,2,2,55,1,1,29523410,91374008
22,8,21,18,50,2,2,5,40,1,0,30181684,89493288
22,8,12,21,10,2,2,2,55,1,1,30252308,90511872
22,8,8,20,36,1,2,2,45,1,0,32375718,93530852
22,8,5,16,2,1,2,5,55,1,0,30103810,90311560
22,8,25,6,36,1,2,9,45,1,0,32282910,93402424
22,8,15,10,11,2,19,1,55,1,0,29452538,91273024
22,8,18,17,58,1,1,2,40,1,0,30034597,90415712
22,8,10,16,31,1,1,2,25,1,0,30290481,92411752
22,8,4,23,41,1,2,2,45,1,0,30145182,93185184
22,8,16,22,24,1,3,5,55,1,1,32440254,93582316
22,8,8,19,12,1,1,2,45,1,0,30131527,90504884
22,8,4,12,13,1,2,2,55,1,1,29111230,90053264
22,8,16,20,20,1,1,2,55,1,1,31563332,93271188
22,8,25,1,20,1,4,2,55,1,1,32294687,92361436
22,8,18,20,0,1,1,2,55,1,1,32530560,91474308
22,8,16,4,20,1,1,2,55,1,1,30352011,90505604
22,8,14,1,0,1,1,2,55,1,1,30553802,90235100
22,8,13,8,16,2,2,2,55,1,0,30292493,90533804
22,8,18,2,2,2,6,2,45,1,1,31054869,92033456
22,8,3,15,40,2,5,4,45,1,0,32421177,93442184
22,8,25,1,33,2,2,2,55,1,2,30093826,90531068
22,8,25,16,15,2,5,9,20,1,0,29522290,90034032
22,8,15,19,40,2,2,2,20,1,0,30230452,91014368
22,8,16,20,4,2,2,2,55,1,0,30231539,93243852
22,9,21,23,59,2,4,2,25,1,0,30002289,91495232
22,9,18,6,10,2,2,2,55,1,0,30285473,92480036
22,9,3,12,2,2,3,2,55,1,0,31344497,91285556
22,9,24,20,15,2,2,4,55,1,0,32330727,92003564
22,9,10,1,49,2,2,2,45,2,1,30264675,90245004
22,8,12,1,30,2,2,2,45,1,2,29412504,91094320
22,8,27,2,23,1,2,2,55,1,1,31430066,93132244
22,9,8,20,27,1,1,2,45,1,1,31563940,93080744
22,9,3,7,30,1,3,2,55,1,1,31450986,93303348
22,9,9,9,30,1,1,2,55,1,0,31153952,93183132
22,8,8,11,10,1,4,2,35,1,1,29594732,90130552
22,9,14,4,25,1,1,2,35,1,0,31231921,93363528
22,9,6,7,27,3,5,2,55,1,0,30543567,92370372
22,7,21,17,5,1,2,2,65,1,0,32341779,93264128
22,8,31,10,58,5,2,2,55,1,0,29350682,90395616
22,5,16,5,53,1,1,2,15,1,0,30100976,91103576
22,9,24,1,34,1,2,9,40,1,0,30113991,92032916
22,8,18,6,0,1,3,2,70,3,0,32242260,91140096
22,8,4,13,29,1,1,2,70,1,1,30273416,90110312
22,8,3,20,30,1,2,2,35,2,0,32425817,93023696
22,9,7,2,57,1,2,2,70,1,1,30141122,92343468
22,9,8,2,10,1,3,2,45,1,1,32400577,93514248
22,9,15,20,0,2,4,2,55,1,2,32241472,93575976
22,7,12,16,22,1,1,2,99,1,1,29270162,89371092
22,5,22,22,7,2,2,2,60,1,0,32293591,92031368
22,5,17,21,20,1,1,2,55,1,0,32352770,92195628
22,1,20,11,34,2,5,3,60,3,0,32300169,92055640
22,4,8,10,15,2,3,2,45,1,0,30340246,91105592
22,6,16,2,49,2,2,2,30,1,1,30252100,91002736
22,1,11,21,30,1,1,2,35,1,0,30001069,90030828
22,4,24,14,6,1,2,2,70,2,0,30054970,89541476
22,6,10,16,56,1,1,2,25,1,0,29595802,90005940
22,7,13,23,53,1,2,2,35,1,0,29585469,90064032
22,4,15,23,7,1,2,2,35,2,1,30273024,90423528
22,6,11,14,40,1,2,4,50,1,0,32351449,93481044
22,7,30,0,56,1,2,2,35,1,1,30285473,90265928
22,8,10,23,15,1,1,2,45,1,1,30365734,91221092
22,9,1,1,54,2,3,5,55,1,0,29580872,92052328
22,9,1,16,30,1,1,2,55,1,1,30311437,91323228
22,9,1,16,25,2,2,2,55,1,1,32433939,93581272
22,9,1,2,58,1,2,2,45,1,1,30270536,91133648
22,9,1,3,44,1,1,2,55,1,1,30472342,90284548
22,9,1,20,50,1,1,2,55,1,0,29562929,91442256
22,9,2,22,17,1,1,2,55,1,1,30135358,92582100
22,9,2,1,22,1,2,3,25,2,1,29355481,90425904
22,9,3,6,48,1,2,2,55,1,1,29462892,93274572
22,9,4,6,45,1,1,2,55,1,0,30100523,93372064
22,9,5,13,13,1,2,1,45,1,0,30104296,93351428
22,9,5,4,15,2,3,2,55,2,1,31380639,93222388
22,9,6,18,25,2,3,2,45,1,1,29545799,89544284
22,9,7,7,58,2,3,1,60,1,0,32302912,92093744
22,9,8,2,43,2,10,2,70,1,0,30172083,92012320
22,9,8,1,40,1,2,2,45,1,1,30211814,91073612
22,9,8,10,5,1,2,2,25,1,0,30041650,90341956
22,9,9,0,30,1,2,2,60,1,1,30210820,91410708
22,9,10,7,12,1,6,2,55,2,0,32230704,92553648
22,9,13,10,6,2,3,2,55,1,0,29411680,90324596
22,9,13,2,5,1,2,2,70,1,1,32304510,92183204
22,9,13,20,20,1,1,2,55,1,0,31133756,92351176
22,9,14,8,24,1,1,9,20,1,0,30010282,90120972
22,9,15,14,0,2,8,2,65,1,1,31584155,92094320
22,9,15,11,30,2,6,2,55,2,0,32313277,93492352
22,9,16,10,30,1,3,2,55,2,0,30561161,92522676
22,9,16,17,20,2,3,4,45,1,0,30041084,90291032
22,9,17,5,35,2,2,2,55,2,0,32015329,92350852
22,9,19,12,1,2,2,2,45,1,1,30161153,90583288
22,9,20,16,48,2,3,2,55,1,0,32412680,93561104
22,9,21,23,20,2,3,2,60,2,0,32274629,93492208
22,9,21,23,45,1,1,2,45,1,1,31264484,92210252
22,9,22,20,36,1,2,2,65,2,1,30580159,91204128
22,9,23,14,16,1,1,2,55,1,1,30202439,90535136
22,9,23,7,56,1,1,2,45,1,0,30335976,91083804
22,9,24,12,30,2,2,2,55,1,1,30294480,90002124
22,9,25,10,54,1,1,2,60,1,0,31171680,92263120
22,9,25,14,19,1,1,2,15,1,0,30261230,90272880
22,9,27,14,33,1,2,4,45,1,1,30243672,91042820
22,9,29,0,10,1,1,2,55,1,0,30173595,93211836
22,9,30,1,15,1,1,2,35,1,1,32525656,92081428
22,9,30,20,33,2,3,9,35,1,0,30000691,90131020
22,9,30,17,16,3,7,2,45,2,1,32595791,93534380
22,10,1,8,41,1,1,2,45,1,0,30203832,91244536
22,10,2,0,27,2,3,3,40,1,1,30135894,92004608
22,10,4,19,50,1,3,4,45,1,0,30504866,93161632
22,10,7,23,51,1,4,2,70,1,0,32325308,92463864
22,10,13,22,26,2,4,2,50,1,0,30150543,92004968
22,10,13,0,27,1,1,2,55,1,1,32244971,92412652
22,10,14,8,25,1,1,2,60,1,0,32283738,93465592
22,10,20,12,33,2,4,2,55,2,0,32180446,93374116
22,6,25,17,5,2,3,4,45,1,0,32240777,93490552
22,8,5,2,2,2,2,9,99,1,0,30011052,90141284
22,8,13,16,5,3,2,2,30,1,0,30132103,92225520
22,8,8,14,10,2,3,2,35,1,0,29352821,90431848
22,8,22,6,30,2,2,2,55,1,1,30392566,90535352
22,8,9,21,45,2,6,2,55,2,1,30041146,91532040
22,8,13,0,1,1,2,2,55,1,0,32384977,93022580
22,8,19,2,30,1,1,2,55,1,0,31582168,93520984
22,8,24,23,29,1,2,2,55,1,1,30320423,91243744
22,8,26,16,55,3,9,2,70,1,0,30263876,89422736
22,8,23,17,41,3,5,2,55,1,0,31182772,92211152
22,8,21,14,25,3,4,2,55,1,0,29592562,90222064
22,8,20,8,51,2,2,2,55,1,0,30175618,90541692
22,8,21,17,34,1,1,2,55,1,0,31541630,91411680
22,8,24,20,40,3,4,2,25,1,0,31305356,92320096
22,8,26,20,41,1,4,2,45,1,0,32282431,93464800
22,8,27,0,14,1,2,4,25,1,0,32290463,92051896
22,8,1,12,12,3,3,2,70,1,0,32314486,92270756
22,8,8,18,26,2,2,2,40,1,0,30143753,92004788
22,8,5,13,55,1,2,2,65,1,0,30303225,92174560
22,8,5,22,15,1,1,2,65,1,0,30325002,91524512
22,8,9,12,10,1,1,2,45,1,0,30160534,92313180
22,8,11,2,5,1,1,2,45,1,1,30191423,90565568
22,8,4,3,10,1,1,2,35,1,0,30311984,90410816
22,8,5,1,10,1,1,2,55,1,1,32561557,91203516
22,8,6,4,0,1,1,2,65,1,0,32205773,93372748
22,6,16,19,0,1,3,2,35,1,1,30274417,90263948
22,2,26,20,21,1,2,4,35,1,1,31451206,93043828
22,7,28,9,55,1,1,3,70,1,0,30063225,89533876
22,8,4,2,0,1,2,2,35,1,1,29573427,90040876
22,9,4,12,55,1,1,2,70,1,0,30560801,90312964
22,9,13,3,55,2,3,2,70,1,0,30282528,92044080
22,4,19,23,40,1,1,2,35,1,1,29595053,90113264
22,7,20,15,15,2,2,2,35,1,0,29495865,90060180
22,8,31,2,15,1,2,2,35,1,2,31402283,93181152
22,9,13,12,10,2,3,2,70,1,0,30380718,90312352
22,9,23,0,33,3,2,2,35,1,0,31081759,92025280
22,9,29,17,40,2,2,2,55,1,2,30020560,91575724
22,9,30,12,10,1,2,2,55,1,0,30173444,90390432
22,9,13,10,19,3,3,2,50,1,0,29380510,90403468
22,9,2,0,35,2,4,2,55,2,1,31242120,92423816
22,9,29,20,30,2,7,2,65,4,1,30373169,89534992
22,10,14,21,20,2,7,2,65,3,0,30384086,91145172
22,10,9,11,22,2,2,2,70,1,0,32303780,92122448
22,10,20,21,8,1,2,2,25,1,1,29595589,91501536
22,10,19,6,21,1,2,2,45,1,0,30195228,91152160
22,10,8,19,15,1,2,2,55,1,1,30201708,91494332
22,10,19,20,0,3,5,3,60,1,0,30002721,90160372
22,10,20,2,10,2,4,2,55,1,2,29472270,93131092
22,10,13,6,0,2,4,2,55,1,0,30541414,89500312
22,9,28,22,41,3,4,2,55,1,1,30080204,91043468
22,10,20,3,2,1,1,2,45,1,1,31444473,93071848
22,10,22,11,22,1,3,2,70,1,0,30265373,91145532
22,10,1,22,40,1,3,2,55,1,1,31361954,93115208
22,10,14,12,20,2,3,2,55,1,0,30114923,90514500
22,10,3,20,30,2,3,2,55,3,2,30224602,91544824
22,10,14,17,5,1,2,2,55,1,1,29471053,91463036
22,10,4,6,0,1,1,2,55,1,0,30371146,90552532
22,10,20,13,58,1,1,2,25,1,0,32461747,91535748
22,10,15,0,7,1,1,2,55,1,1,30121065,91041128
22,10,17,9,8,1,1,2,35,1,0,31212318,93224728
22,10,18,15,50,1,1,2,55,1,1,29532493,92165808
22,10,29,4,32,1,1,3,60,1,0,30132060,93100804
22,10,4,0,99,1,1,2,40,1,1,30084236,92000684
22,10,29,21,21,1,2,2,20,1,0,30043810,90301548
22,3,9,23,20,1,1,2,55,1,1,31321233,93322292
22,3,20,14,50,1,1,2,55,1,0,32511803,93422592
22,3,29,20,0,1,3,2,35,1,1,30252517,93071272
22,4,2,11,15,2,4,2,70,1,0,30210190,92023624
22,4,16,20,0,1,1,2,55,1,1,32063351,91470276
22,5,19,21,3,1,2,2,55,1,0,32401736,93444920
22,5,20,1,4,2,2,2,50,1,0,29595157,90085748
22,5,20,17,1,2,4,2,45,2,0,29560340,89574212
22,6,9,10,10,2,2,2,55,1,0,31195613,93052256
22,7,8,23,55,1,2,2,35,1,1,31384520,93282964
22,7,9,21,35,1,1,2,45,1,1,29511141,90033528
22,7,27,2,10,2,5,2,70,2,1,30284551,90323336
22,7,30,0,40,1,1,2,30,1,0,30305871,91203084
22,8,9,12,45,2,4,2,45,1,0,30143735,92591500
22,8,10,16,0,1,3,2,55,2,0,30365994,92173480
22,8,10,18,41,2,6,2,55,1,1,30122566,92083084
22,8,12,16,30,1,1,2,55,1,0,31590448,92350780
22,9,2,18,21,1,2,2,60,2,0,32313187,93420576
22,2,20,20,40,1,2,4,30,1,0,29533469,90064968
22,5,8,19,33,2,3,2,55,1,0,30261507,90394896
22,8,29,5,0,2,2,2,99,1,0,31045257,92244140
22,7,26,20,57,1,1,2,35,1,1,31170128,92130732
22,11,8,5,45,1,3,2,20,1,0,29533771,90054596
22,11,5,17,99,1,2,2,35,1,0,29533505,90031872
22,1,3,23,29,2,2,4,40,1,2,30234153,91024200
22,1,18,15,31,1,2,2,25,1,0,30274741,91032736
22,2,24,22,13,1,3,2,25,1,1,29543988,90230096
22,3,4,0,5,1,1,3,50,1,0,30310552,91093168
22,3,2,17,30,2,2,4,40,1,0,30285178,91055640
22,5,8,2,5,1,2,2,40,1,1,30222712,91075880
22,5,12,1,6,2,3,3,60,1,1,30250552,91063492
22,6,5,18,24,1,1,1,35,1,0,30250775,91051824
22,6,5,15,6,9,18,2,60,1,0,30263112,91003348
22,8,2,22,54,2,7,2,35,1,0,30125954,93120612
22,8,16,15,0,2,2,2,25,1,0,30020294,90153456
22,9,22,20,30,2,2,2,45,1,1,30163316,92032520
22,9,18,9,47,2,2,2,30,1,0,30123906,92231428
22,9,23,5,46,2,2,2,45,1,1,29543956,89542448
22,10,27,23,12,1,2,2,55,2,1,29242408,90343612
22,10,2,7,0,2,2,2,35,1,0,29551113,90104296
22,10,31,14,20,2,3,2,55,1,0,30012600,91483024
22,10,14,15,50,2,3,2,55,1,0,30070904,91385100
22,10,31,23,58,2,5,4,30,1,0,30131930,93130696
22,10,29,19,20,1,4,2,70,1,0,29450759,91265424
22,10,26,8,5,1,1,2,65,1,0,31111431,93173948
22,10,29,15,24,1,3,4,45,1,0,32270950,93515616
22,10,28,0,30,1,1,2,55,1,1,31310969,93325676
22,10,29,21,10,1,1,2,45,1,1,31175168,92443156
22,10,5,6,26,1,5,2,55,1,0,29465894,90013288
22,10,14,2,40,1,1,2,55,1,0,31324084,92304608
22,10,10,13,10,2,2,2,55,1,0,30381564,90004212
22,10,19,20,0,1,2,2,45,1,0,32332232,93370300
22,10,13,8,45,2,5,2,55,2,0,32522730,93262940
22,10,1,23,42,1,1,2,40,1,1,32205420,93493648
22,10,19,17,0,1,1,2,35,1,1,31114866,92111284
22,10,28,7,9,1,1,2,55,1,1,30232817,89534128
22,10,18,22,50,1,1,2,55,1,1,29320207,90265964
22,10,21,5,44,1,1,2,45,1,0,30184791,91471464
22,10,31,16,10,1,3,2,65,1,0,30415654,89514824
22,10,25,8,33,2,2,2,55,1,0,31373421,93422736
22,11,3,21,10,3,3,2,50,1,1,30321125,92485976
22,11,7,11,40,3,4,2,70,2,0,32200027,91024848
22,11,13,14,50,2,3,4,40,2,0,32293400,93464296
22,5,9,20,55,2,3,2,45,1,1,29513157,89592328
22,3,29,9,55,2,2,3,40,1,0,30003816,90005436
22,10,12,15,15,2,3,2,45,1,0,29514366,90055208
22,10,5,13,35,2,3,2,45,1,0,29544989,90160192
22,10,6,1,58,1,1,2,25,1,0,30175038,91142904
22,10,6,3,55,2,4,3,60,1,1,29535805,90043180
22,10,20,19,50,1,1,2,55,1,1,30293753,90095148
22,10,27,14,58,1,2,3,50,1,0,30270367,91075520
22,10,29,16,23,2,3,2,55,1,1,31590178,93030432
22,11,1,3,42,1,1,2,55,1,1,30435872,91124608
22,11,1,99,99,1,1,2,55,1,1,30362386,91255556
22,11,1,0,8,1,4,4,40,2,1,30263004,91081752
22,11,10,1,25,1,1,2,55,1,1,31333801,91480828
22,11,11,3,44,1,1,2,70,1,1,30083739,93395004
22,11,11,18,35,1,1,2,55,1,1,30381568,92035004
22,11,11,20,12,1,1,2,45,1,0,30233307,93095112
22,11,11,15,20,1,1,2,0,1,1,32473292,91110348
22,11,14,2,30,1,1,2,45,1,1,30015818,91510252
22,11,7,13,44,1,1,2,55,1,0,32291903,93235532
22,11,3,23,55,1,6,2,45,4,1,30232760,90531068
22,11,5,1,30,1,2,2,65,1,1,30325164,91595388
22,11,10,19,30,1,2,2,70,1,1,30084747,90460552
22,9,1,17,21,1,1,4,35,1,0,30265604,91095724
22,9,8,22,20,1,1,2,30,1,1,30260744,91043648
22,11,10,18,0,2,5,2,55,1,0,32332412,93505532
22,11,8,11,24,2,3,2,60,1,0,32322486,92365616
22,11,10,6,24,2,2,2,55,1,1,29491826,90285304
22,11,3,6,25,1,3,4,35,1,3,32305180,93413876
22,9,9,6,36,1,2,2,35,1,0,31072085,93160660
22,9,16,0,30,1,2,4,35,1,0,30265992,91095364
22,8,21,2,53,1,2,2,60,1,1,30263591,91001476
22,9,25,23,20,3,3,2,55,1,2,30285235,90245112
22,6,29,14,20,1,1,2,20,1,0,30204009,89500348
22,8,31,0,28,1,2,2,99,1,0,30064168,91500420
22,9,5,1,1,2,5,2,50,1,0,29360082,90444560
22,6,20,22,26,6,7,2,60,3,0,30262634,91005076
22,9,9,17,50,1,5,2,30,1,0,30273430,91084236
22,1,29,11,55,1,1,2,45,1,0,30234102,91122124
22,6,23,19,13,2,3,4,40,1,1,30254364,91080816
22,7,16,9,13,2,2,2,30,1,0,30282928,91090360
22,12,2,2,10,1,2,2,55,1,0,30142641,91030324
22,12,5,1,20,1,1,2,55,1,0,30275886,90114956
22,12,8,23,5,1,2,2,55,2,0,30555930,90330432
22,12,8,0,40,1,1,2,45,1,0,30365529,91305472
22,9,2,2,38,1,1,2,55,1,1,29592342,90221488
22,12,28,23,58,1,3,2,55,1,1,32215767,92042028
22,12,9,6,20,1,1,2,65,1,0,32364921,92033996
22,12,24,6,20,1,2,2,55,2,2,30021510,91575088
22,12,10,17,24,1,1,2,55,1,0,30445128,91164692
